Fecha,Productos,Unidad de medida (Mayorista),Equiv. (kg./lt) (Mayorista),Mayorista - Precio Min.,Mayorista - Precio Prom.,Mayorista - Precio Max.,Unidad de medida (Minorista),Equiv. (kg./lt) (Minorista),Minorista - Precio Min.,Minorista - Precio Prom.,Minorista - Precio Max.
28/06/2026 13:52:35,Choclo,Ciento,40.0,2.89,3.04,3.19,Kilogramo,1.0,4.75,5.0,5.25
28/06/2026 13:59:06,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.76,2.91,3.06
28/06/2026 14:02:41,Papa,Saco,50.0,1.42,1.5,1.58,Kilogramo,1.0,2.38,2.5,2.62
28/06/2026 14:07:47,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.48,2.61,2.74
28/06/2026 14:10:00,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.17,3.34,3.51
28/06/2026 14:20:28,Papa,Saco,50.0,1.44,1.52,1.6,Kilogramo,1.0,2.38,2.5,2.62
28/06/2026 14:21:38,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.29,2.41,2.53
28/06/2026 14:35:23,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.29,3.46,3.63
28/06/2026 14:37:19,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.6,2.74,2.88
28/06/2026 14:40:05,Zanahoria,Saco,50.0,2.23,2.35,2.47,Kilogramo,1.0,3.61,3.8,3.99
28/06/2026 14:46:39,Zanahoria,Saco,50.0,2.19,2.31,2.43,Kilogramo,1.0,3.61,3.8,3.99
28/06/2026 14:51:17,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.39,4.62,4.85
28/06/2026 15:10:40,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.56,4.8,5.04
28/06/2026 15:20:38,Cebolla,Saco,45.0,1.76,1.85,1.94,Kilogramo,1.0,2.85,3.0,3.15
28/06/2026 15:27:26,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.98,4.19,4.4
28/06/2026 15:31:41,Choclo,Ciento,40.0,2.69,2.83,2.97,Kilogramo,1.0,4.75,5.0,5.25
28/06/2026 15:31:55,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.93,4.14,4.35
28/06/2026 15:34:07,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.54,4.78,5.02
28/06/2026 15:38:00,Cebolla,Saco,45.0,1.69,1.78,1.87,Kilogramo,1.0,2.85,3.0,3.15
28/06/2026 15:38:09,Papa,Saco,50.0,1.34,1.41,1.48,Kilogramo,1.0,2.38,2.5,2.62
28/06/2026 15:38:09,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.27,2.39,2.51
28/06/2026 15:57:05,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.47,4.71,4.95
28/06/2026 16:06:48,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.39,2.52,2.65
28/06/2026 16:10:37,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.8,5.05,5.3
28/06/2026 16:16:30,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.21,2.33,2.45
28/06/2026 16:20:16,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.85,3.0,3.15
28/06/2026 16:24:36,Tomate,Cajón,20.0,2.53,2.66,2.79,Kilogramo,1.0,4.27,4.5,4.73
28/06/2026 16:47:46,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.4,4.63,4.86
28/06/2026 16:55:25,Cebolla,Saco,45.0,1.52,1.6,1.68,Kilogramo,1.0,2.85,3.0,3.15
28/06/2026 16:56:21,Choclo,Ciento,40.0,3.38,3.56,3.74,Kilogramo,1.0,4.75,5.0,5.25
28/06/2026 17:01:09,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.38,4.61,4.84
28/06/2026 17:02:27,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.36,4.59,4.82
28/06/2026 17:04:29,Tomate,Cajón,20.0,2.95,3.11,3.27,Kilogramo,1.0,4.27,4.5,4.73
28/06/2026 17:04:30,Choclo,Ciento,40.0,2.96,3.12,3.28,Kilogramo,1.0,4.75,5.0,5.25
28/06/2026 17:04:52,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.74,2.88,3.02
28/06/2026 17:05:37,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.51,2.64,2.77
28/06/2026 17:07:19,Zanahoria,Saco,50.0,2.0,2.11,2.22,Kilogramo,1.0,3.61,3.8,3.99
28/06/2026 17:09:34,Cebolla,Saco,45.0,1.63,1.72,1.81,Kilogramo,1.0,2.85,3.0,3.15
28/06/2026 17:10:42,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.13,2.24,2.35
28/06/2026 17:10:51,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.87,5.13,5.39
28/06/2026 17:12:17,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.36,2.48,2.6
28/06/2026 17:14:24,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.55,4.79,5.03
28/06/2026 17:24:51,Tomate,Cajón,20.0,2.41,2.54,2.67,Kilogramo,1.0,4.27,4.5,4.73
28/06/2026 17:26:41,Papa,Saco,50.0,1.35,1.42,1.49,Kilogramo,1.0,2.38,2.5,2.62
28/06/2026 17:40:37,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.62,2.76,2.9
28/06/2026 17:42:05,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.9,3.05,3.2
28/06/2026 17:46:57,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.29,2.41,2.53
28/06/2026 17:47:12,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.76,3.96,4.16
28/06/2026 17:50:07,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.4,3.58,3.76
28/06/2026 17:50:56,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.56,2.69,2.82
28/06/2026 17:54:56,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.73,4.98,5.23
28/06/2026 17:59:18,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.87,4.07,4.27
28/06/2026 18:01:33,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.2,4.42,4.64
28/06/2026 18:03:14,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.11,2.22,2.33
28/06/2026 18:04:58,Tomate,Cajón,20.0,2.92,3.07,3.22,Kilogramo,1.0,4.27,4.5,4.73
28/06/2026 18:09:17,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.7,3.9,4.09
28/06/2026 18:13:10,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.62,2.76,2.9
28/06/2026 18:24:56,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.06,5.33,5.6
28/06/2026 18:33:40,Papa,Saco,50.0,1.56,1.64,1.72,Kilogramo,1.0,2.38,2.5,2.62
28/06/2026 18:34:22,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.86,5.12,5.38
28/06/2026 18:36:53,Choclo,Ciento,40.0,3.2,3.37,3.54,Kilogramo,1.0,4.75,5.0,5.25
28/06/2026 18:43:34,Tomate,Cajón,20.0,2.54,2.67,2.8,Kilogramo,1.0,4.27,4.5,4.73
28/06/2026 18:47:05,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.26,5.54,5.82
28/06/2026 18:48:05,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.65,2.79,2.93
28/06/2026 18:52:11,Cebolla,Saco,45.0,1.91,2.01,2.11,Kilogramo,1.0,2.85,3.0,3.15
29/06/2026 06:00:25,Zanahoria,Saco,50.0,1.99,2.09,2.19,Kilogramo,1.0,3.61,3.8,3.99
29/06/2026 06:05:51,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.14,3.31,3.48
29/06/2026 06:07:58,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.59,2.73,2.87
29/06/2026 06:14:43,Zanahoria,Saco,50.0,1.97,2.07,2.17,Kilogramo,1.0,3.61,3.8,3.99
29/06/2026 06:16:14,Tomate,Cajón,20.0,2.97,3.13,3.29,Kilogramo,1.0,4.27,4.5,4.73
29/06/2026 06:16:25,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.47,4.71,4.95
29/06/2026 06:17:26,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.06,4.27,4.48
29/06/2026 06:26:57,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.87,5.13,5.39
29/06/2026 06:33:08,Zanahoria,Saco,50.0,2.25,2.37,2.49,Kilogramo,1.0,3.61,3.8,3.99
29/06/2026 06:33:33,Choclo,Ciento,40.0,2.8,2.95,3.1,Kilogramo,1.0,4.75,5.0,5.25
29/06/2026 06:41:22,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.34,2.46,2.58
29/06/2026 06:42:35,Tomate,Cajón,20.0,2.75,2.89,3.03,Kilogramo,1.0,4.27,4.5,4.73
29/06/2026 06:43:42,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.99,4.2,4.41
29/06/2026 06:56:16,Cebolla,Saco,45.0,1.79,1.88,1.97,Kilogramo,1.0,2.85,3.0,3.15
29/06/2026 06:56:28,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.01,5.27,5.53
29/06/2026 06:59:06,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.84,4.04,4.24
29/06/2026 07:05:50,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.63,2.77,2.91
29/06/2026 07:06:51,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.21,2.33,2.45
29/06/2026 07:08:44,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.76,5.01,5.26
29/06/2026 07:11:15,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.13,2.24,2.35
29/06/2026 07:11:27,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.88,4.08,4.28
29/06/2026 07:15:12,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.17,2.28,2.39
29/06/2026 07:26:34,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.0,4.21,4.42
29/06/2026 07:28:53,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.23,2.35,2.47
29/06/2026 07:29:46,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.5,4.74,4.98
29/06/2026 07:30:15,Zanahoria,Saco,50.0,2.23,2.35,2.47,Kilogramo,1.0,3.61,3.8,3.99
29/06/2026 07:39:15,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.54,4.78,5.02
29/06/2026 07:40:58,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.81,4.01,4.21
29/06/2026 07:41:40,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.45,2.58,2.71
29/06/2026 07:48:13,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.75,2.89,3.03
29/06/2026 07:50:25,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.83,4.03,4.23
29/06/2026 07:50:48,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.26,2.38,2.5
29/06/2026 07:55:15,Zanahoria,Saco,50.0,2.14,2.25,2.36,Kilogramo,1.0,3.61,3.8,3.99
29/06/2026 07:55:46,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.71,4.96,5.21
29/06/2026 08:01:34,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.36,4.59,4.82
29/06/2026 08:04:26,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.21,4.43,4.65
29/06/2026 08:05:40,Papa,Saco,50.0,1.64,1.73,1.82,Kilogramo,1.0,2.38,2.5,2.62
29/06/2026 08:08:02,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.44,2.57,2.7
29/06/2026 08:12:38,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.95,3.11,3.27
29/06/2026 08:15:37,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.43,4.66,4.89
29/06/2026 08:20:22,Zanahoria,Saco,50.0,2.14,2.25,2.36,Kilogramo,1.0,3.61,3.8,3.99
29/06/2026 08:29:09,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.69,2.83,2.97
29/06/2026 08:30:36,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.5,4.74,4.98
29/06/2026 08:30:59,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.54,2.67,2.8
29/06/2026 08:38:54,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.4,3.58,3.76
29/06/2026 08:43:37,Choclo,Ciento,40.0,3.35,3.53,3.71,Kilogramo,1.0,4.75,5.0,5.25
29/06/2026 08:44:52,Cebolla,Saco,45.0,1.61,1.69,1.77,Kilogramo,1.0,2.85,3.0,3.15
29/06/2026 08:44:56,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.91,4.12,4.33
29/06/2026 08:46:21,Papa,Saco,50.0,1.34,1.41,1.48,Kilogramo,1.0,2.38,2.5,2.62
29/06/2026 08:46:26,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.9,5.16,5.42
29/06/2026 08:47:38,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.38,2.5,2.62
29/06/2026 08:48:26,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.47,2.6,2.73
29/06/2026 09:00:03,Tomate,Cajón,20.0,2.54,2.67,2.8,Kilogramo,1.0,4.27,4.5,4.73
29/06/2026 09:07:53,Papa,Saco,50.0,1.61,1.7,1.78,Kilogramo,1.0,2.38,2.5,2.62
29/06/2026 09:29:31,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.21,2.33,2.45
29/06/2026 09:32:33,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.09,2.2,2.31
29/06/2026 09:40:39,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.13,3.29,3.45
29/06/2026 09:48:09,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.83,4.03,4.23
29/06/2026 09:53:54,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.3,5.58,5.86
29/06/2026 09:56:13,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.78,5.03,5.28
29/06/2026 09:58:15,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.23,3.4,3.57
29/06/2026 10:09:02,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.89,4.09,4.29
29/06/2026 10:23:50,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.87,4.07,4.27
29/06/2026 10:27:33,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.43,2.56,2.69
29/06/2026 10:30:25,Papa,Saco,50.0,1.68,1.77,1.86,Kilogramo,1.0,2.38,2.5,2.62
29/06/2026 10:30:31,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.54,2.67,2.8
29/06/2026 10:36:43,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.28,4.51,4.74
29/06/2026 10:38:48,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.7,3.89,4.08
29/06/2026 10:43:59,Tomate,Cajón,20.0,2.57,2.71,2.85,Kilogramo,1.0,4.27,4.5,4.73
29/06/2026 10:44:13,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.25,4.47,4.69
29/06/2026 10:44:38,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.74,4.99,5.24
29/06/2026 10:54:39,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.08,4.29,4.5
29/06/2026 11:03:30,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.85,5.11,5.37
29/06/2026 11:06:27,Tomate,Cajón,20.0,2.35,2.47,2.59,Kilogramo,1.0,4.27,4.5,4.73
29/06/2026 11:08:43,Tomate,Cajón,20.0,2.74,2.88,3.02,Kilogramo,1.0,4.27,4.5,4.73
29/06/2026 11:12:29,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.84,2.99,3.14
29/06/2026 11:17:15,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.23,5.51,5.79
29/06/2026 11:17:21,Cebolla,Saco,45.0,1.55,1.63,1.71,Kilogramo,1.0,2.85,3.0,3.15
29/06/2026 11:21:53,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.31,5.59,5.87
29/06/2026 11:22:46,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.81,2.96,3.11
29/06/2026 11:28:01,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.58,3.77,3.96
29/06/2026 11:32:18,Tomate,Cajón,20.0,2.36,2.48,2.6,Kilogramo,1.0,4.27,4.5,4.73
29/06/2026 11:32:18,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.48,2.61,2.74
29/06/2026 11:34:22,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.47,2.6,2.73
29/06/2026 11:36:08,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.8,2.95,3.1
29/06/2026 11:37:39,Choclo,Ciento,40.0,3.17,3.34,3.51,Kilogramo,1.0,4.75,5.0,5.25
29/06/2026 11:49:00,Zanahoria,Saco,50.0,1.84,1.94,2.04,Kilogramo,1.0,3.61,3.8,3.99
29/06/2026 11:51:13,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.18,2.3,2.42
29/06/2026 11:52:05,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.87,3.02,3.17
29/06/2026 11:58:47,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.59,2.73,2.87
29/06/2026 12:01:04,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.89,4.09,4.29
29/06/2026 12:02:58,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.46,2.59,2.72
29/06/2026 12:13:33,Choclo,Ciento,40.0,2.89,3.04,3.19,Kilogramo,1.0,4.75,5.0,5.25
29/06/2026 12:22:26,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.96,4.17,4.38
29/06/2026 12:22:27,Cebolla,Saco,45.0,1.66,1.75,1.84,Kilogramo,1.0,2.85,3.0,3.15
29/06/2026 12:38:14,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.66,3.85,4.04
29/06/2026 12:52:38,Tomate,Cajón,20.0,2.49,2.62,2.75,Kilogramo,1.0,4.27,4.5,4.73
29/06/2026 12:58:02,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.11,5.38,5.65
29/06/2026 13:08:47,Tomate,Cajón,20.0,2.37,2.49,2.61,Kilogramo,1.0,4.27,4.5,4.73
29/06/2026 13:11:50,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.4,2.53,2.66
29/06/2026 13:16:22,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.29,2.41,2.53
29/06/2026 13:19:24,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.28,2.4,2.52
29/06/2026 13:21:25,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.76,2.91,3.06
29/06/2026 13:24:58,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.98,3.14,3.3
29/06/2026 13:29:07,Tomate,Cajón,20.0,2.77,2.92,3.07,Kilogramo,1.0,4.27,4.5,4.73
29/06/2026 13:33:20,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.18,4.4,4.62
29/06/2026 13:38:39,Papa,Saco,50.0,1.66,1.75,1.84,Kilogramo,1.0,2.38,2.5,2.62
29/06/2026 13:47:27,Tomate,Cajón,20.0,2.87,3.02,3.17,Kilogramo,1.0,4.27,4.5,4.73
29/06/2026 13:52:18,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.46,4.69,4.92
29/06/2026 13:53:37,Choclo,Ciento,40.0,2.99,3.15,3.31,Kilogramo,1.0,4.75,5.0,5.25
29/06/2026 13:59:59,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.13,4.35,4.57
29/06/2026 14:00:08,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.89,3.04,3.19
29/06/2026 14:06:11,Choclo,Ciento,40.0,2.96,3.12,3.28,Kilogramo,1.0,4.75,5.0,5.25
29/06/2026 14:07:37,Tomate,Cajón,20.0,2.78,2.93,3.08,Kilogramo,1.0,4.27,4.5,4.73
29/06/2026 14:09:54,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.22,2.34,2.46
29/06/2026 14:18:17,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.58,2.72,2.86
29/06/2026 14:20:16,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.92,5.18,5.44
29/06/2026 14:22:47,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.72,2.86,3.0
29/06/2026 14:34:47,Zanahoria,Saco,50.0,2.29,2.41,2.53,Kilogramo,1.0,3.61,3.8,3.99
29/06/2026 14:35:09,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.35,4.58,4.81
29/06/2026 14:36:04,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.76,3.96,4.16
29/06/2026 14:41:50,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.46,2.59,2.72
29/06/2026 14:48:16,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.27,2.39,2.51
29/06/2026 14:58:44,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.62,4.86,5.1
29/06/2026 15:04:18,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.38,2.5,2.62
29/06/2026 15:04:41,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.99,4.2,4.41
29/06/2026 15:05:49,Cebolla,Saco,45.0,1.61,1.69,1.77,Kilogramo,1.0,2.85,3.0,3.15
29/06/2026 15:07:58,Tomate,Cajón,20.0,2.97,3.13,3.29,Kilogramo,1.0,4.27,4.5,4.73
29/06/2026 15:11:00,Cebolla,Saco,45.0,1.55,1.63,1.71,Kilogramo,1.0,2.85,3.0,3.15
29/06/2026 15:11:13,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,4.0,4.21,4.42
29/06/2026 15:15:23,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.24,4.46,4.68
29/06/2026 15:15:32,Tomate,Cajón,20.0,2.86,3.01,3.16,Kilogramo,1.0,4.27,4.5,4.73
29/06/2026 15:16:24,Papa,Saco,50.0,1.57,1.65,1.73,Kilogramo,1.0,2.38,2.5,2.62
29/06/2026 15:18:40,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.38,2.5,2.62
29/06/2026 15:22:32,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.25,4.47,4.69
29/06/2026 15:23:57,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.63,2.77,2.91
29/06/2026 15:26:24,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.76,5.01,5.26
29/06/2026 15:26:35,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.33,2.45,2.57
29/06/2026 15:39:32,Tomate,Cajón,20.0,2.52,2.65,2.78,Kilogramo,1.0,4.27,4.5,4.73
29/06/2026 15:47:29,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.54,3.73,3.92
29/06/2026 15:52:52,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.5,4.74,4.98
29/06/2026 15:55:43,Choclo,Ciento,40.0,3.22,3.39,3.56,Kilogramo,1.0,4.75,5.0,5.25
29/06/2026 15:59:38,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.09,2.2,2.31
29/06/2026 15:59:43,Zanahoria,Saco,50.0,2.18,2.3,2.42,Kilogramo,1.0,3.61,3.8,3.99
29/06/2026 16:01:02,Choclo,Ciento,40.0,3.35,3.53,3.71,Kilogramo,1.0,4.75,5.0,5.25
29/06/2026 16:04:01,Cebolla,Saco,45.0,1.66,1.75,1.84,Kilogramo,1.0,2.85,3.0,3.15
29/06/2026 16:04:59,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.67,2.81,2.95
29/06/2026 16:08:01,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.89,4.1,4.3
29/06/2026 16:08:08,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.94,3.09,3.24
29/06/2026 16:09:04,Choclo,Ciento,40.0,3.15,3.32,3.49,Kilogramo,1.0,4.75,5.0,5.25
29/06/2026 16:11:41,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.43,3.61,3.79
29/06/2026 16:12:02,Cebolla,Saco,45.0,1.91,2.01,2.11,Kilogramo,1.0,2.85,3.0,3.15
29/06/2026 16:14:44,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.9,3.05,3.2
29/06/2026 16:19:09,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.61,3.8,3.99
29/06/2026 16:19:17,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.69,2.83,2.97
29/06/2026 16:19:57,Cebolla,Saco,45.0,1.67,1.76,1.85,Kilogramo,1.0,2.85,3.0,3.15
29/06/2026 16:31:17,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.7,2.84,2.98
29/06/2026 16:32:53,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.46,2.59,2.72
29/06/2026 16:33:11,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.67,4.92,5.17
